"c1","c2","text"
"767290419797524480","3/11/2018 ","Lawmakers, do your jobs and protect your people. Don't be afraid of the NRA. Don't be paid by the NRA. We have the right to life.       "", ""Don't be afraid of the NRA. What are they going to do? Lawsuits? Oppress the 1st Amendment for their twisted version of the 2nd Amendment?Fearlessly we can stand up to them and win our RIGHT TO BE ALIVE.      "")"
"771577392594718720","3/11/2018 ","_McRea _1  _shanks  _Fuzzbutt        _A__Dub"
"773962720861360128","3/11/2018 ","Check out this collaboration that I did with some of the other members of  opinion desk!  is a hotly debated topic right now, and we have a few ideas about what to do in the mean time."
"776460956155023360","3/11/2018 "," Democrats only like free speech when it applies to them.        "", ""           "")"
"777581201968082945","3/11/2018 ","Never trust the  with  Just look what they??ve done with  ??ProChoice?? to No Choice  folks (even nuns) taxed for not participating in abortion via  Very similar to   being taxed in Arab lands."
"78094182","3/11/2018 ","THIS is real ! After One University Allows Guns On Campus, These Startling Results Have Liberals Slack-jawedvia _volve"
"783768210185355264","3/11/2018 ","to Lead the Agenda at the Annual Governors?? Meeting"
"788451307120160768","3/11/2018 ","The  issue has mobilized and empowered  They will never be silent again."
"789966182212186112","3/11/2018 ","Thread (and these are just some): Don't tell me they don't want the guns! Give an inch, and they'll take a mile!  not privleges 1934 National Firearms Act 1938 Federal Firearms Act 1968 Gun Control Act 1972 Creation of ATF 1977 DC bans handguns"
"790675752517709824","3/11/2018 ","Hogan's embrace of gun control: genuine conviction or political ploy? Who cares? by"
"793858","3/11/2018 ","Cats &"
"793890892654350336","3/11/2018 ","Medicinal legislation turned into gun control."
"796339006405574656","3/11/2018 ","I HATE time change!!Wake-n-Bake"
"796790712197124096","3/11/2018 ","So is a 30 round STANAG Considered a High Capacity Magazine?"
"796899745889402880","3/11/2018 ","Hmm, don??t see you too concerned about Chicago...tightest  and they kill every day. Bet you support Planed Parenthood."
"800478878137401344","3/11/2018 ","Hey   can we talk about income inequality too ? That's a very big issue that never gets talked about yet no one covers it or does anything about.  and elections are important but so is this."
"807568509542797312","3/11/2018 ","  "", "" . Strict  laws. "")"
"817892049609330689","3/11/2018 ","Backdoor  this is what  do."
"81895098","3/11/2018 ","Jaime Guttenberg could have been my daughter. She could have been yours. To do nothing and accept this as the new reality or, worse, to throw more weapons into the mix and think things will get better is irresponsible at best."
"819027691001114624","3/11/2018 ","I genuinely don't understand gun culture. To me, it looks like celebrating an instrument of death and human suffering. Why would anyone love that? Can someone explain the love of guns to me without rhetoric?"
"819306934453096448","3/11/2018 ","John Wayne was a  advocate. Not many men had control over his gun like ""the Duke."" Having that kind of control can make a child like  feel inadequate and vulnerable. You know,  has to act like a man to con"
"823024101463724032","3/11/2018 ","   "", ""  "")"
"823758816240173057","3/11/2018 ","First Lady Melania Trump meets with student Kyle Kashuv"
"824368272254459904","3/11/2018 ","Okay, we just jumped forward for . NOW is the time to discuss"
"824458268420476933","3/11/2018 ","While an insecure toddlerman is busy riling up the trash base with dogwhistles and lazy insults, the kids are getting shit done."
"825471115069943808","3/11/2018 ","Who gives a crap? If we accidentally ban extra guns, that would be fine with most decent Americans."
"826480810484183040","3/11/2018 ","Pray for some  instead"
"829574500568031232","3/11/2018 ","Perspective | Gun rights are about keeping white men on topTruth."
"829804083296948226","3/11/2018 "," We should target lead bullets for being outlawed- it can help Americans get smarter and save them from being accidentally poisoned by accidental lead exposure. "", "" Lead bullets and its ultimate toxicity is also a menace to American citizens. We should consider controlling lead ammo, even if all-out gun control is impossible because of the NRA. "")"
"833054275836211201","3/11/2018 ","                   "", ""                   "", ""Not a very smart reference                    "", 
""                   "", ""                   "", ""                   "", 
""                   "", ""                   "", ""                   "", 
""                   "", ""                   "", ""                   "", 
""                   "", ""                   "", ""                   "", 
""                   "")"
"833758734308499456","3/11/2018 ","I love America, and I love Oklahoma, they are a part of me. But part of loving something is letting it know that it can do better."
"835147617227067394","3/11/2018 ","And you thought they would miss out on all that money?"
"838162385378639872","3/11/2018 ","I will let this tweet speak for itself. Your gun fetish is a disease I can??t cure. The children who were shot at in Florida are being attacked by the nra and their crazed base like you. Shame on you !!!    "", ""Rabid gun defender quotes article about a BB gun killing an 8 year old girl. Hmmmm so death from other causes is a reason to allow weapons of war to be sold to civilians ? Their defenses have become comical   "", 
""These gun delusions get funnier and crazier by the day.    "", ""A gun crazed twitter maniac claiming the NRA has a 100 million members.  Also .... NRA Kills children "")"
"841707867153584128","3/11/2018 ","So  decided to infringe on our second amendment and tell users to report photos of people holding weapons. Guess who just deleted their app? I feel safer with a line of defense than nothing at all"
"841811966507290624","3/11/2018 ","Marco you sound disingenuous and your words ring hollow. Quoting scripture never stopped . Your not a preacher your a legislator so legislate. People expect meaningful action on"
"842137237676531713","3/11/2018 ","And British citizens don't have Second Amendment rights. Forced to depend only on the police for protection. Can't let that happen in America!"
"843533924647256064","3/11/2018 ","How can we work to prevent school shootings - together? Listen to Episode 23 - Enemies for more:"
"84462248","3/11/2018 ","If you support  in the name of security & believe it can be implemented without an Amendment 2  Then you believe Gov't can extend  presidency to life in the name of ""security"""
"84473485","3/11/2018 ","So, you don??t think the government will try to take our guns away? Think again:"
"850871301489152000","3/11/2018 ","The corollary to ""never let a crisis go to waste"" is ""always create a crisis."""
"8546142","3/11/2018 ","A snapshot of the work  has done in  that feels relevant.   "", ""A social worker. A clinical director. A psychologist. All working to treat post-Iraq & Afghanistan War veterans with mental health issues. I'm afraid this is going to further shift the topic of  to  but it's not nearly this cut and dry."")"
"856579802173722624","3/11/2018 ","The original  was when Southern Democrats tried to prevent Blacks from possessing firearms. The Washington Post Is Utterly Wrong About the History of "" Gun Control ""via"
"860648563","3/11/2018 ","We have fallen in the routine supported by the  of noise re:  but doing nothing at the National level to change anything.  =SameDifferentDay! Please speak up and make your voices heard!"
"863848891","3/11/2018 ","Some Spring Break range time with  in honor of"
"867149237657710593","3/11/2018 ","No ; people control. 22,000 gun laws are 22,000 too many"
"870285467408781312","3/11/2018 ","? It's the best thing you can do for crooks and gangsters."
"871590756754096128","3/11/2018 ","Your Children are being used as pawns in the  fight on 3/24! Local schools are sending announcements to parents notifying them that their children will participate in a 17 min ""walk-out"". The media will be using this event to push  KEEP YOUR KIDS HOME!"
"872641496935223296","3/11/2018 ","_Milano Despite being a despicable comment against women, how exactly does that serve your argument? You like drug dealers having guns?"
"877252532510142468","3/11/2018 ","Dems have Ruined the Windy City: As bullets fly, Chicago police boss blasts civilian oversight plans"
"878055726","3/11/2018 ","Everyone is is for"
"878869783","3/11/2018 ","on . An unambiguous supporter of the . There was no daylight between Reagan and the ."
"881200217122521088","3/11/2018 ","_wintergirl93"
"887778527403225088","3/11/2018 ","I wish there was an organization with a lot of resources that could promote meditation the way the NRA promotes guns."
"888626196824698880","3/11/2018 ",". is telling us that arming TEACHERS is not the way to keep our children safe.  IS!"
"889148660","3/11/2018 ","are   is knowing how to use one  is knowing how protect yourself with a gun  is rethinking   love  'cause they have the only"
"890702329040785408","3/11/2018 ","AR-15 Sales are actually on the INCREASE after Florida                     "", ""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", 
""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", ""54% of Americans Want To Change The Gun Laws!                        "", 
""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", ""AR-15 Sales are actually on the INCREASE after Florida                     ""
)"
"891719336892653568","3/11/2018 ","                    "", ""                 "", 
""         _tess2        _UntamedShrew  "", ""              _Resists   "", 
""            _WeStandUnited       "", ""          _SD     _Masked_Hare  "", 
""   "", """"
)"
"894099372824297472","3/11/2018 ","A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", ""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", 
""54% of Americans Want To Change The Gun Laws!                        "", ""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", 
""AR-15 Sales are actually on the INCREASE after Florida                     "")"
"894330160295563264","3/11/2018 "," People don??t hear way enough of this, of the ongoing trauma, fear, disabilities, the REAL costs of these daily shootings. Thank you for posting this. Instead of ignoring the outcomes, our nation needs to use justified anger to put in place"", ""       Courtlin Arrington must have been a wonderful soul who touched the lives of many.  "")"
"894821674905948160","3/11/2018 ","New  Simply chilling!!!  OVER MY DEAD BODY!!!!"
"894920533103566855","3/11/2018 ","_loewen Parkland reeks of FALSE FLAG<"
"895971572393156608","3/11/2018 ","This makes 16 officers killed in the line of duty this year. Another reason to support gun control. It's not only kids being shot."
"897975955154653184","3/11/2018 ","Fired for using her constitutional right!    This is a direct attack on ALL law abiding people who choose to use their"
"901309327188910081","3/11/2018 ","WE ARE ALL PROUD OF YOU STUDENTS, WE HAVE YOUR BACK."
"901962877145419776","3/11/2018 ","The Jews in Germany felt the same way...(we'll feel SO safe with full  )"
"906268563631112193","3/11/2018 ","AHHH, what the hell? My doberman was totally looking forward to getting his first AR-15."
"907382402561052673","3/11/2018 ","AR-15 Sales are actually on the INCREASE after Florida                     "", ""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", 
""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", ""54% of Americans Want To Change The Gun Laws!                        "", 
""A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon.                    "", ""AR-15 Sales are actually on the INCREASE after Florida                     ""
)"
"909329244","3/11/2018 ","Just Wow... Worth reading thread too. Wow."
"911187666","3/11/2018 ","You can feel his heartache in this article. As the parent of a teenager I can??t even imagine the pain."
"912365730972258304","3/11/2018 ","Where is the news reports of   wearing body armor and face shield/helmet when he was shooting up the school? Is he a Patsy because   slaughtered innocent children for  Is this why his MEN stood down & Swat were suspended?"
"918227914763759616","3/11/2018 ","Happening in Indiana right now. GOP bait and switch to prevent debate.    ( Sent from WTHR )"
"918287028822749185","3/11/2018 ","I was watching the Gunner and I couldn't help but wonder what your politics are on"
"920393460","3/11/2018 ","I am glad we agree that  represents the wrong solution for ."
"923277727909777409","3/11/2018 ","??????????"
"924334000927371265","3/11/2018 ","            "", ""                "")"
"925592211890286592","3/11/2018 ","Nice thing to send to a 14 yr old girl There is no party to gun violence, but there is a party that can actually make  happen, and that would be . In the future, be an adult and tweet to me, not a teen who just survived a NRA sponsored shooting"
"929961906894499840","3/11/2018 ","""It's easier to get a gun than it is to get a license."" Having a license isn't a right guaranteed by the United States Constitution. Owning and carrying a firearm, is."
"932574883350900736","3/11/2018 ","Go watch my fire new reaction video!! Worked really hard to make this one as funny as possible. Don't forget to like and subscribe!!"
"933506990","3/11/2018 ","Robert Kennedy said something along the lines of, the youth have the least ties to the past and the greatest stake in the future.   and peers, you're the future."
"937409493998227456","3/11/2018 ","A person with one gun will be beat by people with more/better guns, that??s the system. We already have rules in place to stop these things from happening. The only way too permanently stop shootings is by taking away constitutional rights."
"938500796429111296","3/11/2018 ","This is who is educating liberals. She thinks Verizon spying was made up and no one lost thir doctor."
"940267740371152896","3/11/2018 ","My classroom is either 30 degrees or 90 degrees. There is no in between."
"947575231085981697","3/11/2018 ","! It's up to us to !     GOP"
"948214741230645250","3/11/2018 ","This is disturbing in so many ways.  This CAN NOT be the new norm! My God this is heartbreaking. We must continue to come together as a Nation, despite race for the sake our children and their future!  My heart is broken by this drill..."
"948548991112925184","3/11/2018 ","This just proves that the  are a party of hatred as they have people like this wearing similar clothing to Nazis and spouting visceral. More evidence of  and  is the first step to an ."
"948687757534203904","3/11/2018 ","_hoggs And furthermore Susan, stfu ."
"948912559037526016","3/11/2018 ","It's not about taking guns away. We as people need to change and spend time with our love ones . Show them we care and can do better then the shit we are all in. Taking guns won't change anything. People will still kill/ hurt others. We need to fix the real problem ."
"951867038892425221","3/11/2018 ","I am Dr. Jennifer Hoppe Vipond, running to represent Wisconsin??s 5th district in the US House of Representatives. My positions can be found at"
"952034285501861888","3/11/2018 ","Why mix  with  The ability to think independantly is what has put you in business I am of the belief that the market CAN solve the worlds woes Before you invest in anything you look at ALL the numbers Get on the back of the dumptruck and ride the route"", "" Guns are not the source of the issue Proof is simple If guns where the rote source of the issue then their would be no outliers  Look for outliers where the general points are the same but one item is different""
)"
"954552620831539200","3/11/2018 ","If 18 year-olds have a constitutional right to own a military rifle, and they can be  then they have an equal right to drink! ! Let's make this go !         "", ""If 18 year-olds have a constitutional right to own a military rifle, then they have a constitutional right to buy beer and whiskey, too! Get busy,    ! ! Let's make this go !    ""
)"
"955972742","3/11/2018 ","The Dali Lama on  gun culture and personal protection"
"956194784036769794","3/11/2018 ","It is statistically safer for anyone in the US to sit in metal tube traveling near the speed of sound, 20,000 feet in the air then it is for a child to learn in a classroom! LET THAT SINK IN.      "", ""It??s safer for anyone to sit in metal tube traveling near the speed of sound, 20,000 feet in the air then it is for a child to learn in a classroom! LET THAT SINK IN.      ""
)"
"959220904051003393","3/11/2018 ","The Gilboa Snake Double Barrel AR-15. Absolutely the stupidest, impractical and most expensive waste of firepower I've ever seen. It only has one use... ...to piss off liberals. I'll take 2."
"960258881288114177","3/11/2018 ","The NRA is a terrorist organization repeat thw NRA is a terrorist organization"
"960326981224161280","3/11/2018 ","Check out the latest episode of What's Offensive Weekly. We continue the  conversation. And why can't the  get better celebrities than   and  ?"
"961004831518289922","3/11/2018 ","propagandists claim 96 lives are taken by guns every day. But guns still save more lives."
"961672118453743616","3/11/2018 ","??EVERY DAY AT SCHOOL??.. what is there to say? How many times does it need to be shown?! This is always how it??s been. The only safe way to look at the media and ??edukation?? is with one raised eyebrow!    "", "" The way things are going right now, with the laws that are passing, this will soon be enough to have your gun rights removed in America too!      "")"
"96412528","3/11/2018 ","checkout  new policy on  Absolutely fascist and disgusting. I don??t even own a gun and think this is dark."
"96442308","3/11/2018 "," Gun Confiscation Begins in Illinois - American Thinker         "", ""Gun Confiscation Begins in Illinois - American Thinker          DONT "")"
"965361790463938561","3/11/2018 ","Keep America Great 2020!"
"966591329806331904","3/11/2018 ","One topic I haven't heard yet in the  debate is the ""Shot spotter"" system here in Califonia. We also have lots of other surveillance in San Francisco & theres a good chance it leads to invasion of citizens' privacies but it sure does help spot gunfire. Must dig deeper."
"966878551524986880","3/11/2018 ","Wish our politicians would fight for healthcare, affordable at that- as they put up such a fuss about owning long guns. (AR15 and such) People are dying on the daily. SMH We need a do-over"
"969336217644003331","3/11/2018 ","Please, for the love of God, stop using kids as a means to push . I get it, they went through something horrific, but they're kids, and don't know shit."
"969402825787686912","3/11/2018 ","Should go back to the Brady Bill. No AR's, no magazines with a capacity more than 10 rounds.    need to act."
"971169482738749440","3/11/2018 ","has officially launched! Read our opening announcement below!"
"971221668495527936","3/11/2018 ","this is inane. Kids can't buy cigarettes until 21 for their health. So what's the beef with being consistent with our guidelines."
"97175858","3/11/2018 ","Guns Explained With Catsvia"
"972434025733226496","3/11/2018 ","Decent gun control legislation doesn't mean you're against the 2nd amendment it's just plain old good common sense."
"97328973","3/11/2018 ","Check out this piece I help produce for  on  when it comes to  in ""If you're black in America how much is the NRA speaking for you? And how much are they protecting your right to live?"""
"97911392","3/11/2018 ","Gun control and proper Police training needed!"
"98993077","3/11/2018 ","From the satire files ... kind of. Let's face, elements of left really think this stuff."
"999453985","3/11/2018 ","_k  If only we'd pay attention to history, now that we have all the info in the world available at our fingertips?"
